end,start,task,text,video_id
355,310,216,place the bratwurst on direct heat on the grill let it grill until cooked on both side,a3ZvOvo49WE
397,356,216,grill  the sandwich roll along with the brats,a3ZvOvo49WE
420,405,216,place the grilled bratwurst in the sandwich bread,a3ZvOvo49WE
480,422,216,add onions in between the bread spread ketchup on the bratwurst and serve,a3ZvOvo49WE
99,54,113,spread butter on one side of the bread slices,l1YSzo9n8EE
112,103,113,place the bread butter side down onto a hot pan,l1YSzo9n8EE
138,130,113,place the cheddar cheese on top of the bread,l1YSzo9n8EE
149,142,113,place the second slice of bread on top of the cheese,l1YSzo9n8EE
189,180,113,flip the sandwich to the other side,l1YSzo9n8EE
227,210,113,remove the sandwich from the pan and slice diagonally,l1YSzo9n8EE
8,2,116,slit 12 string cheese sticks in the middle,gbN0iw4VbBs
12,9,116,cut 24 pepperoni slices into halves,gbN0iw4VbBs
26,13,116,stick the pepperoni slices in between the cheese sticks,gbN0iw4VbBs
41,27,116,spread the dough sheet and cut it into strips and roll the strips around the cheese stick to cover it,gbN0iw4VbBs
45,42,116,bake the rolls in oven for about 10-12 minutes,gbN0iw4VbBs
50,45,116,serve it along with hot sauce,gbN0iw4VbBs
162,157,107,remove the head of a squid,5I-_uJQ0t1o
222,218,107,peel the squid,5I-_uJQ0t1o
264,257,107,cut the cleaned squid into rings,5I-_uJQ0t1o
285,280,107,soak the squid rings with milk,5I-_uJQ0t1o
376,319,107,mix some flour and black pepper and coat the squid rings with it,5I-_uJQ0t1o
396,383,107,add the squid to the oil,5I-_uJQ0t1o
80,33,226,cut the romaine lettuce to fairly small pieces and put it in a large bowl,Zoud8fEbWhE
97,82,226,add in diced cucumber green pepper,Zoud8fEbWhE
142,98,226,add finely chopped parsley chopped onion chopped green onion and mint,Zoud8fEbWhE
213,145,226,add in canned tomatoes cheese and then mix everything up,Zoud8fEbWhE
356,240,226,combine juice of 3 lemones 1 tbsp garlic paste regular mustard and 1 tbsp white and black pepper,Zoud8fEbWhE
388,376,226,add in a little bit maple syrup,Zoud8fEbWhE
438,404,226,add in some olive oil and pour the dressing to a jar,Zoud8fEbWhE
457,450,226,cover the jar and shake everything inside to mix it well,Zoud8fEbWhE
540,509,226,pour the dressing on the mixed salad and serve with some chips,Zoud8fEbWhE
60,41,124,heat oil in a pan add shallots and toss,D0EAxdmzjzE
95,73,124,coat shallots in brown sugar and stir and dry them on paper towel,D0EAxdmzjzE
117,101,124,heat a pan and coat the sausages with oil,D0EAxdmzjzE
161,139,124,mix mustard paprika chili flakes and olive oil,D0EAxdmzjzE
180,167,124,cook sausages on the grill pan,D0EAxdmzjzE
223,190,124,place hot dogs shallots ketchup sauce and bacon in the bun,D0EAxdmzjzE
62,25,223,chop the bacon beef and vegetables,CIRA1IC9shc
81,64,223,cook the bacon in a heated pan and then remove it from the pan,CIRA1IC9shc
155,91,223,cook the beef in the pan with oil,CIRA1IC9shc
161,156,223,remove the beed from the pan,CIRA1IC9shc
178,163,223,add oil the pan and cook the vegetables in the oil,CIRA1IC9shc
195,182,223,add the beef and the bacon to the pan and stir,CIRA1IC9shc
203,196,223,season the ingredients with salt and pepper,CIRA1IC9shc
242,216,223,sprinkle flour into the pan and mix together,CIRA1IC9shc
258,247,223,pour broth and wine into the pan,CIRA1IC9shc
287,262,223,add garlic thyme bay leaf and tomato paste to the pan,CIRA1IC9shc
294,290,223,cover the pan with the lid and place it in the oven,CIRA1IC9shc
315,302,223,melt butter in a pan and add mushrooms to cook,CIRA1IC9shc
323,317,223,season mushrooms with salt and pepper,CIRA1IC9shc
332,331,223,add the mushrooms to the stew,CIRA1IC9shc
359,345,223,serve the stew over a bowl of noodles and garnish with herbs,CIRA1IC9shc
73,58,216,brush some oil around brat and cook them on the grill,SHGY7kKeLq8
130,111,216,cook some chopped white onion with beer and the brat in a pan,SHGY7kKeLq8
147,139,216,take the cooked brat out and then cook it on the grill,SHGY7kKeLq8
166,157,216,put butter onions and beer in a pan,SHGY7kKeLq8
183,167,216,add in the onions and the brat and cook in the pan,SHGY7kKeLq8
85,52,226,add tomatos cucumber onion mint and parsley into bowl,rO2UhGnexwY
96,90,226,sprinkle sumac into bowl,rO2UhGnexwY
117,100,226,add olive oil lemon juice and sumac,rO2UhGnexwY
126,118,226,mix with hands until evenly coated,rO2UhGnexwY
146,128,226,sprinkle bread on top and mix,rO2UhGnexwY
70,53,323,slice the pork,-sQXBqu-_1w
79,75,323,peel the skin off ginger and garlic cloves,-sQXBqu-_1w
98,84,323,put soy sauce mirin ginger and garlic cloves into a spice blender,-sQXBqu-_1w
125,109,323,blend all the ingredients and pour the marinade into a bowl,-sQXBqu-_1w
130,128,323,add the pork,-sQXBqu-_1w
136,134,323,mix the pork with the marinade,-sQXBqu-_1w
188,140,323,chop red onion and slice red bell pepper and snap peas,-sQXBqu-_1w
205,197,323,cut the broccoli,-sQXBqu-_1w
283,247,323,add oil to a wok and stir fry the pork,-sQXBqu-_1w
295,285,323,add chopped onions and salt to the wok,-sQXBqu-_1w
303,298,323,add bell pepper slices peas and broccoli and stir fry,-sQXBqu-_1w
324,305,323,add the rice and toss the ingredients,-sQXBqu-_1w
339,325,323,add pork and sweet chili sauce and mix,-sQXBqu-_1w
349,342,323,season with soy sauce and stir the rice,-sQXBqu-_1w
357,351,323,garnish with chopped red pepper and green onions,-sQXBqu-_1w
18,14,101,cook the bacon in a pan,bQ3QYyFglc0
34,30,101,put mayo on bread,bQ3QYyFglc0
42,38,101,season it with salt and pepper,bQ3QYyFglc0
57,47,101,put the cooked bacon on it,bQ3QYyFglc0
80,69,101,put some ham and tomato slices on top,bQ3QYyFglc0
86,83,101,add more pepper and salt,bQ3QYyFglc0
100,89,101,put some avocado on top,bQ3QYyFglc0
132,110,101,top with some cheese slices,bQ3QYyFglc0
143,133,101,put some lettuce on top too,bQ3QYyFglc0
154,146,101,put more mayo and salt and pepper on top,bQ3QYyFglc0
163,154,101,cover it with another piece of bread,bQ3QYyFglc0
93,58,306,peel and cut the prawn,jGnz9f_2A2Y
129,109,306,combine baking powder flour and soda water and whisk everything,jGnz9f_2A2Y
238,208,306,crush seaweed and chilies,jGnz9f_2A2Y
277,240,306,combine sweet chili sauce rice wine vinegar fish sauce sesame seeds coriander and mint and blend together,jGnz9f_2A2Y
298,293,306,sieve the crushed powder,jGnz9f_2A2Y
330,306,306,dip the prawns in the batter and deep fry in oil,jGnz9f_2A2Y
350,348,306,grate lemon zest,jGnz9f_2A2Y
359,354,306,drain the prawns and put them on a paper,jGnz9f_2A2Y
370,361,306,coat the prawns with the seasoning powder,jGnz9f_2A2Y
63,57,215,mix some chopped parsley garlic and butter,asoMkznFaCU
74,64,215,season with salt and pepper,asoMkznFaCU
94,78,215,mix everything together,asoMkznFaCU
172,162,215,put the mixture on paper,asoMkznFaCU
216,173,215,wrap and press the mixture,asoMkznFaCU
230,175,406,add peanut butter soy sauce sesame seed oil rice vinegar garlic sugar cilantro and siracha sauce to food processor,cVUMbDi51ZQ
264,237,406,add a little bit of water and mix in,cVUMbDi51ZQ
414,275,406,chop green onions carots cucumber into thin slices,cVUMbDi51ZQ
456,415,406,tear lettuce basil leaves and cilantro into small pieces,cVUMbDi51ZQ
513,459,406,place rice paper into water until soft then spread on table,cVUMbDi51ZQ
577,515,406,place shrimp accross middle and add all other ingredients,cVUMbDi51ZQ
615,580,406,fold up tight and roll up,cVUMbDi51ZQ
164,114,308,place a ball of rice onto the seaweed and spread out,qndZKzNHpwc
206,193,308,sprinkle spice onto the rice,qndZKzNHpwc
219,208,308,flip the seaweed over,qndZKzNHpwc
224,219,308,place scallians in a line on the seaweed,qndZKzNHpwc
247,224,308,place the tuna next to the scallians,qndZKzNHpwc
311,259,308,roll up the sheet,qndZKzNHpwc
343,323,308,place the mat over the roll and press down,qndZKzNHpwc
496,445,308,slice the roll,qndZKzNHpwc
33,14,108,crack two eggs and whisk them,Aa4rc5Exz24
42,33,108,add in butter milk and some whole milk while whisking,Aa4rc5Exz24
58,44,108,add some melted butter and vanilla while whisking,Aa4rc5Exz24
77,61,108,add some flour salt baking powder baking soda and sugar and mix together,Aa4rc5Exz24
103,80,108,pour the liquid mixture in to the dry ingredients and stir it up,Aa4rc5Exz24
131,117,108,cook and flip the pancakes,Aa4rc5Exz24
143,133,108,spread butter on the pancakes,Aa4rc5Exz24
59,24,107,slice a large piece of peeled squid into squares and drain with paper towel,5yJz2Sc7T5k
93,68,107,add flour baking soda salt and pepper to a plastic seal bag,5yJz2Sc7T5k
106,94,107,add some red chili powder squid paste and the squid squares,5yJz2Sc7T5k
119,109,107,seal the bag and toss to coat the squid with the mixture,5yJz2Sc7T5k
171,139,107,fry the squid in the oil,5yJz2Sc7T5k
64,37,325,heat oil in a wok add some finely chopped garlic finely chopped chilies and saute,ZLA9W7R4a_c
90,65,325,add shredded cabbage grated carrots chopped cauliflower green and white spring onions and saute,ZLA9W7R4a_c
109,91,325,add chilli sauce soy sauce vinegar mix all together well and cook,ZLA9W7R4a_c
134,110,325,add water or stock and corn flour mixture salt and pepper and mix well and bring it to boil,ZLA9W7R4a_c
161,151,325,once the soup boils serve it with chilli vinegar soy sauce and fried noodles,ZLA9W7R4a_c
118,65,412,crush the garlic and pepers,dl4NvSA3hRI
149,129,412,heat up oil in a wok,dl4NvSA3hRI
192,163,412,add the garlic and the chicken to the wok,dl4NvSA3hRI
222,192,412,add oyster sauce sugar and fish sauce to the wok,dl4NvSA3hRI
297,278,412,add rice to the wok and stir,dl4NvSA3hRI
356,330,412,add bell pepper and basal to the wok,dl4NvSA3hRI
106,52,124,add cloves of garlic chili ginger coriander seeds chili powder and lemon juice to a blender and blend together,GLzyCOTbwcU
178,124,124,mix masala paste mashed potato corn flour bread crumbs salt and coriander together,GLzyCOTbwcU
208,185,124,form the mixture into a roll,GLzyCOTbwcU
273,237,124,add oil to a pan and then a patty and turn while cooking,GLzyCOTbwcU
351,326,124,toast the the buns in the pan,GLzyCOTbwcU
418,365,124,place the patty in the bun and add green pepper onion mustard and ketchup,GLzyCOTbwcU
76,60,101,preheat the oven at 425 degree and drizzle little bit of olive oil on both the sides of 4 bread slices,ucky1nWb7LY
95,81,101,lay the bacon slices on a broiler pan and place both bread and bacon in the oven and cook for 10-15 minutes,ucky1nWb7LY
120,109,101,cut the avocado into half take off the seed and scoop the pulp of half into a bowl,ucky1nWb7LY
146,123,101,squeeze half of a lemon juice add a pinch of salt and some fresh parsley and mash them all together with a fork to get a paste,ucky1nWb7LY
153,147,101,slice the other half of the avocado take out the bacon and bread toast from the oven,ucky1nWb7LY
167,154,101,to assemble bottom layer of sandwich take 2 slices of bread and spread the avocado mixture over both the slices,ucky1nWb7LY
197,169,101,place some tomato slices on the avocado spread and season with little salt and pepper,ucky1nWb7LY
204,201,101,drizzle a little bit of olive oil over it,ucky1nWb7LY
226,210,101,top it with the bacon slices and on the other slices of bread place the sliced avocadoes,ucky1nWb7LY
250,227,101,season avocado slices with little bit of salt and top the avocadoes with lettuce leaves,ucky1nWb7LY
257,251,101,place the avocado and lettuce topped bread slice on the bacon and tomato topped bread slice and serve cutting the sandwich into 2 pieces,ucky1nWb7LY
52,40,107,clean the squid and cut it into small slices,1R9d_EJPZ-w
92,90,107,add some extra virgin olive oil to the pan,1R9d_EJPZ-w
114,96,107,add some pressed garlic to the pan,1R9d_EJPZ-w
142,136,107,add the squid to the pan and sprinkle it with salt,1R9d_EJPZ-w
184,142,107,stir fry the squid,1R9d_EJPZ-w
187,176,219,cut the cabbage into small pieces,6gObQR5Vm4M
265,234,219,add caraway seeds sea salt and mix them evenly in the cabbage,6gObQR5Vm4M
397,376,219,add some leftover brine in a jar and put the cabbage into the jar,6gObQR5Vm4M
440,414,219,take a large cabbage leave on the mixture and push the mixture down to the bottom of the jar,6gObQR5Vm4M
484,480,219,seal the jar,6gObQR5Vm4M
44,39,410,dip the dough in the flour,tXfLb2JyZI0
88,50,410,roll the dough out,tXfLb2JyZI0
118,98,410,cook the roti in the pan,tXfLb2JyZI0
121,118,410,flip the roti over in the pan,tXfLb2JyZI0
160,150,410,place the roti on the flame so that it puffs out,tXfLb2JyZI0
47,7,127,heat some oil in a pan and cook chopped onions in it,igC0oJ48gxg
107,52,127,chop some green lettuce and tomato into small pieces,igC0oJ48gxg
154,134,127,add yellow beans to the pan and cook with the onions,igC0oJ48gxg
169,159,127,prepare some cooked rice and mix the onion mixture with it,igC0oJ48gxg
202,176,127,put green lettuce tomato and rice mixture on a taco and roll it up to serve,igC0oJ48gxg
11,5,110,put a clove of garlic and mayonnaise in a pot,aG7C1vjn1Lw
41,13,110,add some mustard canned anchovies mascarpone cheese milk and blend them together,aG7C1vjn1Lw
64,50,110,cut a chicken breast in half and season it with salt,aG7C1vjn1Lw
81,66,110,add some oil to a pan and cook the chicken breast in the pan,aG7C1vjn1Lw
102,88,110,add some oil to the pan and fry some bread,aG7C1vjn1Lw
125,106,110,put the sauce chopped lettuce slices of cooked chicken breast and the fried bread on a plate,aG7C1vjn1Lw
131,126,110,grate some parmesan cheese on top,aG7C1vjn1Lw
60,18,304,cook the udon noodles in hot water,Ex2yu23wyHA
96,62,304,fry the beef and add mushroom garlic and cabbage leaf,Ex2yu23wyHA
118,97,304,add stock and toss the ingredients,Ex2yu23wyHA
180,119,304,add the cooked noodles soy sauce white pepper light soy sauce and mix it well,Ex2yu23wyHA
192,188,304,add sesame oil,Ex2yu23wyHA
86,74,207,mix together mayonnaise lemon juice pickle onion capers and pickled onions in a bowl,2uApOypvnZI
184,122,207,mix together flour corn starch cayenne pepper and a bottle of beer in a bowl,2uApOypvnZI
229,205,207,coat a piece of cod in flour and the beer batter,2uApOypvnZI
240,230,207,deep fry the cod in a frying pan,2uApOypvnZI
311,286,207,place the cod onto a plate and serve with french fries green peas tartar sauce and a lemon slice,2uApOypvnZI
65,39,207,dry soaked slices of potato on a towel,I8ckIq2-j0k
84,77,207,add cayenne pepper and dill to a bowl of flour baking powder salt and pepper,I8ckIq2-j0k
135,102,207,add soda water and ice to the bowl and mix,I8ckIq2-j0k
160,149,207,add the potatoes to a pot of hot oil,I8ckIq2-j0k
192,176,207,remove the potatoes from the pot,I8ckIq2-j0k
224,205,207,coat pieces of fish in the batter,I8ckIq2-j0k
233,231,207,place the fish in the pot of hot oilh,I8ckIq2-j0k
260,253,207,remove the fish from the pot,I8ckIq2-j0k
268,265,207,place the potatoes into the pot of oil,I8ckIq2-j0k
289,277,207,remove the potatoes from the pot,I8ckIq2-j0k
304,297,207,sprinkle salt onto the potatoes,I8ckIq2-j0k
330,327,207,squeeze a lemon onto the fish,I8ckIq2-j0k
68,49,103,add sorted red onion sorted celery some fresh herbs and pepper powder little salt to pre ground sirloin,P8SY69LYkx0
133,109,103,put a pair of gloves mix all the ingredients well,P8SY69LYkx0
174,155,103,place ring on plastic wrap and fill in mixture inside ring to brim press it and remove filling,P8SY69LYkx0
193,183,103,repeat the steps for all burgers,P8SY69LYkx0
220,194,103,to make small burgers take small quantity of the mixture roll it and press so as to get small burger,P8SY69LYkx0
237,230,103,season the patties by sprinkling little salt and pepper on top of the burgers,P8SY69LYkx0
91,82,323,mix the eggs with salt and pepper,91Fz5ZBgeL4
100,92,323,cut the asperagus and tomato into pieces,91Fz5ZBgeL4
120,101,323,add oil and an egg to the wok,91Fz5ZBgeL4
140,120,323,add the chopped vegetables to the wok and stir,91Fz5ZBgeL4
163,142,323,add the pork green onion and rice to the wok,91Fz5ZBgeL4
190,174,323,add salt and pepper to the rice and stir,91Fz5ZBgeL4
40,23,218,peel seven large red potatoes,Tf-gY_-pT1U
62,60,218,boil potatoes,Tf-gY_-pT1U
70,63,218,chop two large onions,Tf-gY_-pT1U
80,73,218,melt one stick of butter and sautee onions,Tf-gY_-pT1U
105,102,218,save two cups of water from cooked potatoes,Tf-gY_-pT1U
115,107,218,put onions in a large bowl and add half a pound of grated cheese,Tf-gY_-pT1U
136,117,218,mash potatoes into onion and cheese bowl and add salt and pepper,Tf-gY_-pT1U
186,149,218,add four cups of flour two table spoons of butter and two egg yokes to mixing bowl,Tf-gY_-pT1U
210,196,218,add two table spoons of sour cream,Tf-gY_-pT1U
267,240,218,add saved water from potatoes and mix with fork,Tf-gY_-pT1U
276,268,218,cover dough with paper towel for ten minutes,Tf-gY_-pT1U
330,319,218,roll out dough to 1/8 inch thickness,Tf-gY_-pT1U
397,340,218,cut three inch circles and fill with potato onion and cheese mixture,Tf-gY_-pT1U
426,400,218,pinch shut and drop into boiling water for 2 minutes,Tf-gY_-pT1U
87,29,405,mix red chili cinnamon stick cloves cumin seeds mustard seeds pepper garlic vinegar sugar and wine,5E3kulJRzGY
114,104,405,season the lamb with salt and papaya paste,5E3kulJRzGY
138,124,405,mix the chili paste with the lamb,5E3kulJRzGY
170,152,405,heat some oil in a pan and cook the lamb in it,5E3kulJRzGY
205,187,405,add onion and the sauce and cover the pot,5E3kulJRzGY
